"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"165","DNF","28","Johnny Claes","Belgium","Ecurie Belge","54","","","","","2:50.500","36","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"166","DNF","40","Louis Rosier","France","Ecurie Rosier","43","","","","","2:48.000","34","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"167","DNF","38","Philippe Etancelin","France","Philippe Etancelin","37","","","","","2:49.100","35","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"168","DNF","36","Aldo Gordini","France","Equipe Gordini","27","","","","","","","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"169","DNF","20","Harry Schell","USA","Scuderia Enrico Platé","23","","","","","","","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"170","DNF","32","Maurice Trintignant","France","Equipe Gordini","11","","","","","","","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"171","DNF","12","Alberto Ascari","Italy","Scuderia Ferrari","10","","","","","","","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"172","DNF","34","Andre Simon","France","Equipe Gordini","7","","","","","","","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"173","DNF","30","Robert Manzon","France","Equipe Gordini","3","","","","","","","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"174","DNF","50","Onofre Marimon","Argentina","Scuderia Milano","2","","","","","","","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"175","DNF","18","Emmanuel de Graffenried","Switzerland","Scuderia Enrico Platé","1","","","","","","","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"176","DNF","24","Peter Whitehead","Great Britain","Ferrari","1","","","","","","","Jul 1, 1951","Reims-Gueux","french-grand-prix",1951
"177","1","4","Nino Farina","Italy","Alfa Romeo SpA","36","2:45:46.200","","","","","","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"178","2","8","Alberto Ascari","Italy","Scuderia Ferrari","36","2:48:37.200","+ 2:51.000","+ 2:51.000","","","","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"179","3","10","Luigi Villoresi","Italy","Scuderia Ferrari","36","2:50:08.100","+ 4:21.900","+ 1:30.900","","","","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"180","4","14","Louis Rosier","France","Ecurie Rosier","34","","2 Laps","2 Laps","","4:46.900","9","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"181","5","22","Yves Giraud-Cabantous","France","Yves Giraud-Cabantous","34","","2 Laps","","","4:47.600","24","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"182","6","24","Andre Pilette","Belgium","Ecurie Belgique","33","","3 Laps","1 Lap","","4:56.200","14","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"183","7","16","Johnny Claes","Belgium","Ecurie Belge","33","","3 Laps","","","4:56.200","13","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"184","8","26","Pierre Levegh","France","Pierre Levegh","32","","4 Laps","1 Lap","","5:04.900","22","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"185","9","2","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","32","","4 Laps","","","4:22.100","10","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"186","DNF","18","Louis Chiron","Monaco","Ecurie Rosier","28","","","","","4:45.900","22","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"187","DNF","6","Consalvo Sanesi","Italy","Alfa Romeo SpA","11","","","","","","","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"188","DNF","12","Piero Taruffi","Italy","Scuderia Ferrari","8","","","","","","","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"189","DNF","20","Philippe Etancelin","France","Philippe Etancelin","","","","","","","","Jun 17, 1951","Circuit de Spa-Francorchamps","belgian-grand-prix",1951
"190","1","99","Lee Wallard","USA","Murrell Belanger","200","3:57:38.050","","","203.172","1:07.260","23","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"191","2","83","Mike Nazaruk","USA","Jim Robbins","200","3:59:25.290","+ 1:47.240","+ 1:47.240","201.656","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"192","3","9","Jack McGrath/Manny Ayulo/","USA","Jack B Hinkle","200","4:00:29.440","+ 2:51.390","+ 1:04.150","200.759","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"193","4","57","Andy Linden","USA","George H Leitenberger","200","4:02:18.170","+ 4:40.120","+ 1:48.730","199.258","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"194","5","52","Bobby Ball","USA","John L McDaniel","200","4:02:30.280","+ 4:52.230","+ 12.110","199.092","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"195","6","1","Henry Banks","USA","Lindsey Hopkins","200","4:03:18.070","+ 5:40.020","+ 47.790","198.440","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"196","7","68","Carl Forberg","USA","Louis Rassey","193","","7 Laps","7 Laps","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"197","8","27","Duane Carter","USA","Rotary Engineering Corp","180","","20 Laps","13 Laps","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"198","DNF","5","Tony Bettenhausen","USA","Rotary Engineering Corp","178","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"199","DNF","18","Duke Nalon","USA","Jean Marcenac","151","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"200","DNF","69","Gene Force","USA","Brown Motor Co","142","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"201","DNF","25","Sam Hanks","USA","Peter Schmidt","135","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"202","DNF","10","Bill Schindler","USA","H A Chapman","129","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"203","DNF","16","Mauri Rose","USA","Howard Keck Co","126","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"204","DNF","2","Walt Faulkner","USA","J C Agajanian","123","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"205","DNF","76","Jimmy Davies","USA","L E Parks","110","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"206","DNF","59","Fred Agabashian","USA","Grancor Auto Specialists","109","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"207","DNF","73","Carl Scarborough","USA","Lee Elkins","100","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"208","DNF","71","Bill Mackey","USA","Karl Hall","97","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"209","DNF","8","Chuck Stevenson","USA","Carl Marchese","93","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"210","DNF","3","Johnnie Parsons","USA","Ed Walsh","87","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"211","DNF","4","Cecil Green","USA","M A Walker","80","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"212","DNF","98","Troy Ruttman","USA","J C Agajanian","78","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"213","DNF","6","Duke Dinsmore","USA","Brown Motor Co","73","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"214","DNF","32","Chet Miller","USA","Jean Marcenac","56","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"215","DNF","44","Walt Brown","USA","Federal Engineering Association","55","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"216","DNF","48","Rodger Ward","USA","Louis & Bruce Bromme","34","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"217","DNF","23","Cliff Griffith","USA","Ludson D Morris","30","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"218","DNF","81","Bill Vukovich","USA","Pete Salemi","29","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"219","DNF","22","George Connor","USA","Lou Moore","29","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"220","DNF","19","Mack Hellings","USA","C G Tuffanelli & J Derrico","18","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"221","DNF","12","Johnny McDowell","USA","Maserati Race Cars","15","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"222","DNF","26","Joe James","USA","Bob Estes","8","","","","","","","May 30, 1951","Indianapolis Motor Speedway","indianapolis-500",1951
"223","1","2","Alberto Ascari","Italy","Scuderia Ferrari","80","2:42:39.300","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"224","2","6","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","80","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"225","3","40","Nino Farina","Italy","Alfa Romeo SpA","79","","1 Lap","1 Lap","","1:56.500","64","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"226","3","40","Felice Bonetto","Italy","Alfa Romeo SpA","79","","1 Lap","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"227","4","4","Luigi Villoresi","Italy","Scuderia Ferrari","79","","1 Lap","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"228","5","8","Piero Taruffi","Italy","Scuderia Ferrari","78","","2 Laps","1 Lap","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"229","6","48","Andre Simon","France","Equipe Gordini","74","","6 Laps","4 Laps","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"230","7","18","Louis Rosier","France","Ecurie Rosier","73","","7 Laps","1 Lap","","2:11.400","36","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"231","8","24","Yves Giraud-Cabantous","France","Yves Giraud-Cabantous","72","","8 Laps","1 Lap","","2:13.400","65","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"232","9","44","Franco Rol","Italy","Automobili OSCA","67","","13 Laps","5 Laps","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"233","DNF","38","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","39","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"234","DNF","50","Maurice Trintignant","France","Equipe Gordini","29","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"235","DNF","46","Robert Manzon","France","Equipe Gordini","29","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"236","DNF","20","Louis Chiron","Monaco","Ecurie Rosier","23","","","","","2:16.000","15","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"237","DNF","22","Pierre Levegh","France","Pierre Levegh","9","","","","","2:18.700","4","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"238","DNF","28","Jacques Swaters","Belgium","Ecurie Belgique","7","","","","","2:19.900","3","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"239","DNF","34","Nino Farina","Italy","Alfa Romeo SpA","6","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"240","DNF","26","Johnny Claes","Belgium","Ecurie Belge","4","","","","","2:17.400","4","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"241","DNF","36","Emmanuel de Graffenried","Switzerland","Alfa Romeo SpA","1","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"242","DNF","16","Peter Whitehead","Great Britain","Peter Whitehead","1","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"243","DNF","12","Chico Landi","Brazil","Francisco Landi","","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"244","DNS","30","Reg Parnell","Great Britain","BRM Ltd","","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"245","DNS","32","Ken Richardson","Great Britain","BRM Ltd","","","","","","","","Sep 16, 1951","Autodromo Nazionale Monza","italian-grand-prix",1951
"246","1","12","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","90","2:42:18.200","","","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"247","2","2","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","90","2:43:09.200","+ 51.000","+ 51.000","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"248","3","10","Luigi Villoresi","Italy","Scuderia Ferrari","88","","2 Laps","2 Laps","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"249","4","4","Felice Bonetto","Italy","Alfa Romeo SpA","87","","3 Laps","1 Lap","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"250","5","6","Reg Parnell","Great Britain","BRM Ltd","85","","5 Laps","2 Laps","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"251","6","3","Consalvo Sanesi","Italy","Alfa Romeo SpA","84","","6 Laps","1 Lap","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"252","7","7","Peter Walker","Great Britain","BRM Ltd","84","","6 Laps","","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"253","8","9","Brian Shawe-Taylor","Great Britain","Brian Shawe-Taylor","84","","6 Laps","","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"254","9","14","Peter Whitehead","Great Britain","G A Vandervell","83","","7 Laps","1 Lap","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"255","10","22","Louis Rosier","France","Ecurie Rosier","83","","7 Laps","","","1:53.600","32","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"256","11","8","Bob Gerard","Great Britain","Bob Gerard","82","","8 Laps","1 Lap","","1:53.600","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"257","12","18","Duncan Hamilton","Great Britain","Duncan Hamilton","81","","9 Laps","1 Lap","","1:54.000","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"258","13","25","Johnny Claes","Belgium","Ecurie Belge","80","","10 Laps","1 Lap","","1:54.800","47","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"259","DNF","1","Nino Farina","Italy","Alfa Romeo SpA","75","","","","","1:44.000","38","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"260","DNF","5","Joe Kelly","Ireland","Joe Kelly","75","","","","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"261","DNF","11","Alberto Ascari","Italy","Scuderia Ferrari","56","","","","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"262","DNF","17","Philip Fotheringham-Parker","Great Britain","Philip Fotheringham-Parker","46","","","","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"263","DNF","15","David Murray","Great Britain","Scuderia Ambrosiana","45","","","","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"264","DNF","23","Louis Chiron","Monaco","Ecurie Rosier","41","","","","","1:58.600","4","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"265","DNF","16","John James","Great Britain","John James","23","","","","","","","Jul 14, 1951","Silverstone Circuit","british-grand-prix",1951
"266","1","24","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","42","2:07:53.640","","","","2:51.100","33","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"267","2","44","Piero Taruffi","Italy","Scuderia Ferrari","42","2:08:48.880","+ 55.240","+ 55.240","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"268","3","22","Nino Farina","Italy","Alfa Romeo SpA","42","2:09:12.950","+ 1:19.310","+ 24.070","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"269","4","28","Consalvo Sanesi","Italy","Alfa Romeo SpA","41","","1 Lap","1 Lap","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"270","5","26","Emmanuel de Graffenried","Switzerland","Alfa Romeo SpA","40","","2 Laps","1 Lap","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"271","6","20","Alberto Ascari","Italy","Scuderia Ferrari","40","","2 Laps","","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"272","7","30","Louis Chiron","Monaco","Scuderia Enrico Platé","40","","2 Laps","","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"273","8","14","Stirling Moss","Great Britain","HW Motors","40","","2 Laps","","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"274","9","8","Louis Rosier","France","Ecurie Rosier","39","","3 Laps","1 Lap","","3:09.000","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"275","10","4","Philippe Etancelin","France","Philippe Etancelin","39","","3 Laps","","","3:13.700","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"276","11","38","RudI Fischer","Switzerland","Ecurie Espadon","39","","3 Laps","","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"277","12","32","Harry Schell","USA","Scuderia Enrico Platé","38","","4 Laps","1 Lap","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"278","13","2","Johnny Claes","Belgium","Ecurie Belge","35","","7 Laps","3 Laps","","3:24.900","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"279","14","40","Guy Mairesse","France","Yves Giraud-Cabantous","31","","11 Laps","4 Laps","","3:27.000","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"280","DNF","16","Peter Whitehead","Great Britain","Scuderia Ferrari","36","","","","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
